from_pretrained,model_cfg,model_cls,model_type,lr,batch_size,lr_scheduler,max_n_segments,num_mem_tokens,model_path,num_steps,exact_match,k2,freeze_model_weights
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,1,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem1_bs64_bptt--1_from_cpt_1-2/run_1,5000.0,0.9269269108772278,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,1,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem1_bs64_bptt--1_from_cpt_0-1/run_1,1060.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_qs_from_cpt_1-2/run_1,5000.0,0.9980000257492065,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_1,700.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_qs_from_cpt_2-4/run_1,5000.0,0.9980000257492065,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,1,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem1_bs64_bptt--1_from_cpt_2-4/run_1,5000.0,0.8138138055801392,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,6,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_6x512_mem16_bs64_bptt--1_qs_from_cpt_4-6/run_1,5000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,6,1,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_6x512_mem1_bs64_bptt--1_from_cpt_4-6/run_1,5000.0,0.759759783744812,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,8,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_qs_from_cpt_6-8/run_1,5000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,16,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_qs_from_cpt_8-16/run_1,5000.0,0.9959999918937683,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,8,1,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem1_bs64_bptt--1_from_cpt_6-8/run_1,5000.0,0.8528528809547424,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,16,1,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem1_bs64_bptt--1_from_cpt_8-16/run_1,500.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,4,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem4_bs64_bptt--1_from_cpt_0-1/run_1,2000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,2,linear,32,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_qs_from_cpt_16-32/run_1,5000.0,0.9940000176429749,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,4,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem4_bs64_bptt--1_from_cpt_1-2/run_1,5000.0,0.9299299120903015,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,4,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem4_bs64_bptt--1_from_cpt_2-4/run_1,5000.0,0.8608608841896057,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,6,4,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_6x512_mem4_bs64_bptt--1_from_cpt_4-6/run_1,5000.0,0.8938938975334167,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,8,4,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem4_bs64_bptt--1_from_cpt_6-8/run_1,5000.0,0.9339339137077332,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,16,4,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem4_bs64_bptt--1_from_cpt_8-16/run_1,2150.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem32_bs64_bptt--1_from_cpt_0-1/run_1,2000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem32_bs64_bptt--1_from_cpt_1-2/run_1,5000.0,0.9929999709129333,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem32_bs64_bptt--1_from_cpt_2-4/run_1,5000.0,0.9850000143051147,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,6,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_6x512_mem32_bs64_bptt--1_from_cpt_4-6/run_1,5000.0,0.9869999885559082,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,8,linear,8,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem32_bs64_bptt--1_from_cpt_6-8/run_1,5000.0,0.996999979019165,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,4,linear,16,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem32_bs64_bptt--1_from_cpt_8-16/run_1,5000.0,0.996999979019165,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,2,linear,32,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_32x512_mem32_bs64_bptt--1_from_cpt_16-32/run_1,5000.0,0.9980000257492065,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,2,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,4,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,8,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,8,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_8x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,0.9979979991912842,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,16,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,0.9989989995956421,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,16,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_16x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,0.9949949979782104,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,32,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_32x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,0.9899899959564209,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,32,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_32x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,0.9929929971694946,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,64,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_64x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,0.9519519805908203,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,64,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_64x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,0.9839839935302734,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_128x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,0.8808808922767639,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,128,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_128x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,0.966966986656189,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_256x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,0.7797797918319702,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,256,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_256x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,0.923923909664154,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,2,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_qs_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,1,linear,1,32,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem32_bs64_bptt--1_eval_from_32x512_bs1/run_1,,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,9000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1_same_mem/run_1,1600.0,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,2,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2_same_mem/run_1,4000.0,0.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,16,linear,4,16,/home/jovyan/rmt/runs/babilong/qa1_single-supporting-fact/gpt2/linear_adamw_wd1e-03_4x512_mem16_bs64_bptt--1_from_cpt_2-4_same_mem/run_1,2900.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,32,linear,1,0,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x1024_mem0_bs64_bptt--1_from_cpt_0-1/run_1,10000.0,0.9701952934265137,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,32,linear,1,0,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x1024_mem0_bs64_bptt--1_from_cpt_0-1/run_1,10000.0,0.15621788799762726,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,32,linear,1,0,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x1024_mem0_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,0.9681724905967712,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,16,linear,2,16,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_4,5000.0,0.9487704634666443,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,16,linear,2,16,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_5,5000.0,0.9487704634666443,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,5e-05,16,linear,2,16,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1_from_cpt_1-2/run_8,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,32,linear,1,0,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x1024_mem0_bs64_bptt--1_from_cpt_no_noise/run_2,10000.0,0.05954825505614281,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,3e-05,32,linear,1,0,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x1024_mem0_bs64_bptt--1_qs_from_cpt_0-1/run_1,10000.0,0.9989733099937439,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,1,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem1_bs64_bptt--1/run_1,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,1,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem1_bs64_bptt--1/run_1,10000.0,0.9249743223190308,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,1,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem1_bs64_bptt--1/run_2,10000.0,0.9240246415138245,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,2,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem2_bs64_bptt--1/run_1,10000.0,0.9260020852088928,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,4,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem4_bs64_bptt--1/run_1,10000.0,0.9249743223190308,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,8,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem8_bs64_bptt--1/run_1,10000.0,0.9208633303642273,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,8,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem8_bs64_bptt--1/run_2,10000.0,0.9209445714950562,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,16,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1/run_1,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,16,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem16_bs64_bptt--1/run_2,10000.0,0.9250513315200806,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,32,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem32_bs64_bptt--1/run_1,10000.0,0.9126412868499756,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,32,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem32_bs64_bptt--1/run_2,0.0,,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,32,linear,2,64,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_2x512_mem64_bs64_bptt--1/run_1,10000.0,0.825282633304596,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa3_three-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,9000.0,0.9166666865348816,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa2_two-supporting-facts/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,0.9948717951774597,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa4_two-arg-relations/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,0.9989989995956421,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa5_three-arg-relations/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa6_yes-no-questions/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa7_counting/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,0.9934853315353394,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa8_lists-sets/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa9_simple-negation/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,1.0,-1,False
gpt2,,transformers:AutoModelForCausalLM,decoder,1e-05,64,linear,1,16,/home/jovyan/rmt/runs/babilong/qa10_indefinite-knowledge/gpt2/linear_adamw_wd1e-03_1x512_mem16_bs64_bptt--1_from_cpt_0-1/run_2,10000.0,0.9987484216690063,-1,False
